category,sub_category,crimeaditionalinfo
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,dear sir i am dinesh anand i am years old and i live in delhi with due respect i am writing this email that due to covid pandemic i wont be able to manage my expenses due to deferment in salary so i seeked online instant money lending applications i signed up on the application and gave all the permissions to the application now they give me instant money i requested from which i received and other was the processing charges for days only now they demanded repayment on th day and harassed me by saying they will call my whole contact list and abuse then and defame me that mean they hacked my overall phone then i got to know about that they all are chinese loan application sir i am stressed and will also go into depression i am the only earning person in my family please get me out of this please i am also mentioning the name of the application below along with contact no ag loan asan loan cash host cash guru cash hole cash cup cash goal credit bus credit rupee dream loan loan dream eagle loan fast coin forpay hand cash kash loan kredit mango loan go loanloji magic money marvel money stand more cash my cash loan pp money rich cash robo cash rocket loan rupee pocket small loan wow loan cash now c
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,i had taken loan from cash advance loan application the loan credit to my account is rs but i repay all the amount of my loan to cash advance application but they do not finish my loan and dues and they are continuosly harassing and abusing threatening me on whatsapp from different different mobile number and also to my refrence mobile number and they have my pan card soft copy and aadhaar card soft copy and they threatening me to misuse my pan card and aadhaar card i am afraid that they may misuse my pan card and aadhaar card i will not be responsible for any misuse please help me out of this problem
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,im take a mobile loan application navi that excutive hacked my phone and share my personal information to my realtives threat me very badly his contact no plese look into this and help me
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,maine se loan apps download kiye the usme mere se pan card or adhar card bank account submit krne ke lye bola gya maine kr dye uske bad mere ko dyas ke ka loan dikhaya gya inhone mere ko na hi to ki intrest charge or na hi koi imi show ki uske bad maine is apps ko uninstall kr dya sham ko par ka amount transfer kra gya next dya mere account m or transfer kr dye gye morning m am par yeh day ke repayment krne ke lye bol rhe h in logo ne mere bina permission ke amount transfer kre phn kr kr ke preshan kr rhe h or gaaliya de rhe h sir mere sath dokha hua h plz help kare
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,yesterday i entered a quiz competition and i won the person who held the competition asked for my paypal or cash app to send the prize money i never recieved it so she said it will probably be some complications with the app and she will help me get the prize money then she told me change some settings in my account right after that she took hold of my account and changed all the personal details in it then she posted some things on my account sent pictures to my followers and promoted something about bitcoin and tagged an entrepreneur whom i think is a fraud when my friends texted my account she blocked all of them then they reported the picture she posted and it was removed from instagram now that i think of it the account of the person who held the competition must also be hacked because she was an american from texas but when i got a notification from instagram it said that the login was from nigeria i checked the new details the hacker put into my accounti cant access much because i cannot login anymorebut the number that was used in my account seems to be from nigeria so im thinking this is more than just a random hack perhaps it was some network of people running a some pyramid scheme on instagram to get people to pay for false bitcoin or crypto currency the account that was tagged from the picture they posted was a black woman entrepreneurso shes probably behind it all please help me
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,kreditmango app download for emergency money given to days but after puting money in account telling only for days started to call all my contacts telling we are fraud puting photos in whats app and sending wrong message please help as and also given only rs now asking to pay rs with charges
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,mere sath dhoka huwa h pless meri help karemene is lon apps se lon liya tha mene is aap ko full payment bhi de chuka hu fir bhi yah log daily whatsapp se call karege paresan karte h or extra panalti charge bol kar mujhe se paisa magte h mene in lon aaps ka sara paisa upi apps ke thuru paid kar diya ha fir bhi yah sab daily call or whatspp par sms kar ke mujhe harst karte ha mere pas inka full avidence h mera payment ka mera sara mobile contect is aaps ne hack kar liya h or pais nahi du to relativ ko call karne ka dhamki dete h to pless held me
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,my mobile was hacked and getting unauthorized messages from few rouge loan apps the have hacked my contact list and other data on the mobile and threatening me for data leak pls look into this and take action asap
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,i had taken loan from a loan application at that time that application show the repayment date after days but he demanding this payment in after daysand he do not give full amount of loan he send me the my contact list and thret me so i repayment of one loan application i install a new application he send me the more loan application link in whatapp in this way he got caught in his trapnow those are call and whatapp me and my family and thret i pay one repayment but he says his payment is not done and ask me to i pay this payment once again
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,this person has hacked my cousin account after that he sent sone link from her id to vote after opening i felt it was for voting purpose i put my password and id to login then my id is hacked i am unable to login my account know he is doing wrong things on my account he has changed my bio he is using it for sexual purpose and using my photos too so please help me to delete this account
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,hackers hacked my contact details and start disturbing my relatives and friends hackers no stop them from hacking my contacts and punish them immediately my humble request to u to punish them for hacking my contact details without my permission
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,i got an sms today apparently from vodafone india number regarding my sim verification as mentioned in the sms screenshot attached i called the number a person answered the call and told it is a self kyc process and i have to upload the documents from my mobile for this he asked me to download the app anydesk remote desktop screenshot attached he named himself as ravi prasad working with vodafone idea vi employee code vi hd after revealing so much details i believed him and downloaded the app it mentioned a unique number which i gave it to that person then he sent me a request on the app and asked me to accept but when i saw a line there mentioning my phone will be accessed remotely i suspected i told him i will not accept the request and i will go to vodafone gallery for the same he immediately disconnected
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,ris sir mene online loan app se loan liya tha or time to time pay kr rha tha but inka high intrest ke bjese me ab pay nhi kr pa rha hu or ye log muje ab dhmki de rhe hai ki aap ka aadhar block krenge or pan card block krenge or aap ke pan or aadhar ka galt use krenge aap ke aadhar or pan pe loan lenge galt jga use kernge subh se sham ye log muje haresment krte hai gandi gandi galiya dete hai inke bjese me mently distub ho gya hu contact list me call krke preshan krte hai profile picture ko merg krke nude photo bhej rhe hai sir pls hel me tk me inko pay kr cuka hu or ab mere pass nhi hai pay krne ko to ye log harestment kr rhe hai call kr ke gandi gali de rhe hai
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,my mobile contact list my pan no ctrpkq my mobile data my image selfi any other document or any other detail application attached to pdf file
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,i received calls form different numbers and they blackmailing me for money they said i taken a loan from him and return but i didnt take any loan they continuously calling and hacked all my contacts and msg all of them kindly resolve this asap
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,i am central government employee of ongc i apply for loan on orange loan application they ask for permissions i allow all permissions i dont know when hack my data they are harassment me they are calling to all my contact list use bad language they are use my photos for harassment they are calling whats app messages to my relative says bad about me they are also blackmail for money otherwise i leak your data says wrong about you to your relatives your contact list they are constant calling me messages
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,sir please help me kuchhh froud loan apps dwara meta data chori karke mujhse paiso ki mang ki ja rhi h mere relatives ko call or whatsapp message karke preshan kiya ja rha h har bar alag alag number se call or message karte h please help sir susaid jase halat ho chuke h sir mere please help garib privar se hu help kariye
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,someone has hacked my google account and android contact list and sending abusive msgs and threating to send useless msgs and pictures and asking money to stop this they are doing this to many of my contacts and their numbers are coming form outside india
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,sir bus rupee loan applications se mere sath fruid hua h ab yah mere mobile data or contact information ko hacking kr rakhe ha or mere sath goli gloch kr rahe ha sath me mere ko dhamki de rahe ha please sir meri help kro please sir
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,sir mere sath dhoka hua hai mera mobile number list aur mobile data ko hack kiya hua hai aur mujhe mere sare number list ko pareshan kar rahen hain aur dhamki de rahe hain aur bahat sare loan apps bhi hain jo pareshan kar rahe hain me abhi hyderabad me kaam karta hun mera family odisha puri me hai isaliye me ye fir kumbhar pada police station me de raha hun in future agar mere data se jese mera adhar card aur pan card aur mera selfie se koi bada loan hota hai tho isski jimmedari meri nahi hogi kyunki yeh jitne bhi loan apps hain unhone mera data hack kar liya hai kyun ki ye loan app loan dene se pahele adhar card aur pan card aur selfie leti hai aur contact list bhi acsees kar leti hai aur uska fayda uthate hain please sir help kijiye
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,sir hm ag lone aap se hm ko lone ke liye aplay kiye the us time term day dikhaya aur service fee nahi tha aur aaj ag lone app se call aaya aur rupye mang rahe h hm se dino rupye jyada mujhe sirf rupye diye h sir hm garib log h majduri karne wale dino me beyaj kaha se denge ag lone aap se call aaya to hm bole sir itna beyaj kese dino me to wo gali de rahe h aur bol rahe h ki jaldi pesa do warna tumhare sare contact par call kare aur gali guna aur dhamka vi rahe h aap hi kahiye ab hm kya kare kaha se laye dino me dabal pesa mere sath dhoka huaa hai aap meri help kare
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,sir mere ohn par ik link aya tha loan ka mane click kiya uski wajah c hi mera c loan ki pymnt mang rhe a or mere sare contacts par msg call kr rhe aa and mera media bhi hack kr rhw a whstap bhii plz help me hamdy laon flashrupeeoneloan money teww
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,sir mene loan ke liye apply kiya tha mene ek person ko saari jaankari de di muje paise ki itni jarurat thi me kuch bata hi nhi skta usne mere name pe account kholle hai saiyad muje dar is baat ka hai kahi wo mere pan aur adhaar ka miss use naa kr le me sreanshot bhi dala hai jisme loan apps ka name hai jisse mene loan liya hai wo muje galliye de rhe hai meri contact list pe bhi phone kr rhe hai sir agar mere pan card aur adhaar ka dusri jagah miss use naa hobisliye me apko ek comple fil kr rha hu taaki inse mera koi bhi lena dena nhi dhanyawad sir
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,dear sir i have been harassed in my wats up and constant call asking for money some screenshot as i attached torturing me that they will edit my photo and send it to all my contacts all my mobile data has been hack before i do anything they are specially calling from in the name of this two apps fast rupee loan apps and cash advance loan app usually they call me in watsapp and ask for money used a very slangs word all my mobile datacontact number photos vedio even my pan card aadhar card has been hacked i am very much worried about if they missed used all of my document it a humble request sir plz do the something
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,one month ago i had some emergency i was taken the loan from some online loan applications insta cash easy loan when i applied for the loan the loan period was showing days but when the money came in my account then the loan period became days only and then when days were over messages started coming on my whatsapp in the morning from the recovery department those people started abusing me and started blackmailing me if i donot pay in minutes or else they will send your edited photo on your contact list and make you viral at that time i did not understand anything and i was very much rate and to save my reputation i was forced to take loan from other loan application at very high interest rate since then i am stuck in this trouble the people of this loan recovery department are very mentely harassed what has happened and sending message and my edited photo on my contact list
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,this is a lending app member party app i will take loan from sc cash app and now he is trying to threatening me repay right now otherwise i will spoil your image and leak aal your data and abuse your family members
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,i am being threatened by calling that i have taken any kind of loan from us and on my asking the name of any kind of company or bank is not being told due to which i or i am being threatened that i will not give any kind of loan to them talking to a colleague and asking him to make some kind of payment otherwise he will threaten and harass my friends and relatives
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,sir i had taken a loan due to financial problems and job loss from the following mobile loan application mpokket also i am getting threating calls and messages from below mentioned mobile no due to covide lockdown and job loss i am facing lots of financial crises therefore i requested to the loan applications to defer my emi for a few days only but instead of deferring my loans emi for few days loan application employees hacked my data including otp password gallery pics contact list and text messages now the loan application company is circulating all my data to all my mobile phone contact numbers and they are threatening and blackmailing me and my mobile phone contact list people they are abusing and make me feel filthy they are also abating me to commit suicide i have also inquired online that the aforesaid app is not rbi approved kindly help me and save my life
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,sub request to take necessary steps action against the hackers who hacked my mobile and sim contacts of my number and calling with various numbers to my contact list saved person and threatening them by using my name and demanding money with abusing words by threatening them with dire consequences with unparlimentary language etc detail compliant follows respected sir i am ansar ali so late asmat ali rat marripalem visakhapatnam my mobile number some unknown person hacked my mobile sim saved contacts the hacker start dialing saved numbers by using my name and starts threatening them with dire consequence and demanding them to transfer money by abusing them with unparliamentary language with filthy language all these acts are doing by using my name and contacts i request to take necessary action on my complaint by considering the facts and trace the hackers by doing justice to me since i am weaker section in the society and my entire family are depends on my daily income if this call continues by hacker to my contact persons then i will not have any other option expect commit suicide along with my family i am forwarding the hacker number collected by me from my friends contacts list as follow
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,mai ek loan k liye enquiryvkar raha tha mujhe bina approval k liye loan de diya or ab din me hi paymet karne ko bol rahe hai wo bhi ki jagah ka sath me phone hack karke contacts pe badnaam karne ka chor lo loan chor batakar kripya help kare
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,maine loan liya tha loan app se ab covid ke chalte mein able nhi hu bharne ke liye par unhone mera phone hack karke mere saare contact list hack kar li aur mera aadhar card aur voter card pe kuch gaaliya likh kar mere saare saare contactt par daal rahe hai aur mujhe dhamki de rahe hai ki agar meine loan nhi diya toh kisi drug mafia ko meri id sell kar denge aur har tarike aapki id ka miss use karege mein bahut pareshan hu meri help karo
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,they hack my mobile and contacts and blackmailed my contacts to send the money otherwise they will hack their device also first they said i have taken a loan of rs now they are uploading my aadhar photo to my contacts and mentioned that im a rapist and mention my old mobile number which is not working
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,me job ke liye gaya tha interview ke bad mujhe kha gaya aapki job laggyi hi or mera phone lekar kyc verification ke nam par mere addhar card otp and pan card otp lekar meri or gmail verify karke banali us ladki ne hr jo hai usne or mere se demat stock trading online account banaliye gaye jiska mujhe ab ghar aakar pta chala hai kyuki mere pas tarah tarah ki mail or calls aarhi hai hr ka nam shivani pal number addrs office pathways th floor aggarwal chamber near nirman vihar metro station and whole computer market delhi sir ya mam plz kripa karke is company or is ladki ke khilaf sakht se sakh action liya jaye or mere email id or aadhar card and pan card ka koi galat istemal na karpaye ye bhi sunishiit kiya jaye or mujhe bhavishye ke liye safe kiya jaye or is hr shivani ne hi mujhe jagah ka addrs diya tha or bola tha monday ko aapko yha jakar interview or dena padega jiska pata ye hai fast credit b nd floor krishna nagar near khandelwal hospital delhi hr rekha hr sumit and prithvi head owner in logo ke khilaf karwae ki jaye ye sab group hi hoga jisse ki in future ye kisi or ke sath fraud na kar paye thanku
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,this is a loan aap name rupeeking i never take any kind of money from this aap but they call me and send whats aa message that i had a loan which is not i have to pay rs them sir i request you please take legal actions against this fraud aap they spoils so many lifes they hacked my phone book
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,today at about pm from my fb account an update post was done which was not done by me and more than one post was done at that time my profile status also changed by hackers i operate my account from iphone i am an advocate so it is very prestigious issue pls help me this incident was done two time i feel insecure
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,rupee loan harrsment and illigal repayment recovery my hack contact list and mobile photos identi documents ple help mi ye payment ke liye bahot harrasment karte hai sir contact list me cal karne ki damki dete hai our photos identit share karne ki bhi dhamki dete hai ye sab illigal aap hai logoko bahot harrasment karti hai ye jo link bhejte hai o bhi froud hoti hai payment karne ke baad bhi bar bar paise mangte hai ki payment update nahi huva karke rupee loan rupee star easy loan cash loan ye sab un app ke nam hai jo suicide karne ke liye logako uksate hai une mentaly harras karte hai
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,dear sir i ma getting threat messages from few numbers constantly to repay the loan amount which i have not ever taken few days ago i mistakenly clicked in a link and now they hacked all my contacts and media from my home they are threatening me to destroy my reputation by using my contacts and media and my adhar card and pan card it is the third time that i have filed complaint within this week please look into that matter and resolve the issue
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,maine cash cola wow rupee aur cash cola se loan liya aur pay bhi kiya tha but fir bhi mere contact list ko hack karke mere relatives ko gali de rahe hai unke whatsapp par bahot gandi gandi baatein kar rahe hai aur mujhe bhi bahot pareshan kar rahe hai mujhe blackmail bhi kar rahe mujhe gali bhi di jati hai mera bahot harassment ho raha hai please help me
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,sir play store available in very instant mobile loan application bus ruppes and pocket bank app are given a short loan amount in directly bank account and not provide me any loan agreement seven dyas after this application recovery loan amounts is duble and all mobile data are hacking mobile application contacts information email sms instagram whats app and other social media this third party loan application are not following rbi guidelines and they are taking badly and very mintely harrsement and miss bhivour gali galoch and my personal data miss use and my adhar caed and pan card bare blocking sir please need me help application name app name pocket bank aap bus rupees app
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,my facebook account is hacked from a russian mobile number and email id they changed their mobile number and em aid id i can not recover my facebook account i already reported to the police station i need to recover my facebook account so i request you to solve this case
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,respected sir madam my self singh vinaykumar ramji i got some link of application through social media and i installed this application to know how much loan amount will get but without apply the loan the app developers automatically proceed my loan application without my concern and from two days before anonymous was calling and says send money of your loan but if i didnt proceed any concern to take any loan then how it can ask for money the all three application synchronous my data to his server that i know through whatsapp chat unknown person send some message and harassed me on whatsapp and call he said send me money otherwie i will send all message to your contact that you are doing fraud and my all document get leak
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,i get an otp at pm on jan i did not open it or do not share it after that i get an message that kumkum saroj has vaccinated of first dose of covaxin then i download the certificate and find that kumkum saroj vaccinated in azamgarh i do not know her i am worried about it because my all personal data and bank details are linked to this number
Online and Social Media Related Crime,Online Job Fraud,mujhe data entry job ke liye udhar se hi call aaya tha usne kaha ki aamir hali se baat ho rahi hai to mai kaha ji haa boliye usne kaha form fill up karna hai days me to maine kaha ha kar lenge days usne mujhse adhar card passport size photo ek signature or ek th ka marksheet maine de diya form me maine approx form fill up kiya fir mujhe pata chala ki ye company fraud hai to maine form fillup krna close kr diya next company ka mujhe call aata shaam pm me bolta hai mai advocate ayush mehta bol raha hoo aap time me apna work days ka complete nahi kiye hai to aapko section ke tahat case file kiya jayega aur mujhe different different numbers se call karke pareshan kiya ja raha hai aur hamare email par pdf send karke dhamki diya ja raha hai mujhe is pareshani se bahar nikala jaye sir please
Online and Social Media Related Crime,Online Job Fraud,hesanjay tyagiassured me about the job at choudhary charan singh international airportlucknow under the indigo airlines as the ground staff firsthe asked about rupeeswhich i gave then he demanded rs on the name of training security which i gave and then he demanded further rs which i denied and asked for refund then he said to me to give rs more as security so as to refund the previous rs so he took a total of rs from me
Online and Social Media Related Crime,Online Job Fraud,respected sir mai lovely kumari maine online quicker pe job search kiya tha uske bad ek call aya jisme usne khud ko hdfc bank ka recruitment officer bataya or mujhse kaha a ek paid service hi agar ap lena chahengi to mai apke whatsapp pe form vejunga use feel kar k apne documents k sath mujhe wapas send kijiye whatsapp pe or usne ek account number veja jisme mujhe rupya ka application fees dena tha usne jaise kaha maine kar diya fir agle din call aya or usne kaha congratulations apka qualification k hisab se job mil gya hi ab apko documents verification fees dena hoga jisse apka documents verify hoga or fir apka trainning start hoga maine o bhi send kar diya fir trainning k nam pe or kya kya k nam pe dhire dhire usne mujhse bohot se paise le liye apne account pe magar job nhi diya ab mere pass ek rupya bhi nahi bacha mai usse apne paise mangi rahi to o bol raha or rupya dijiyega cancellation charge to hum apke paise refund kar denge mere pass kuchh nhi bacha maine apna jewellery mortgage rakh diya hi total rs rupees de di hu mai bohot karze me hu mere pass ab ek bhi rupya nhi hi mai kaha se de skte hu please help me mujhe mere paise wapas dilwa dijiye thank you
Online and Social Media Related Crime,Online Job Fraud,he provide me a website for visit and give me a number and pay rupees i will pay this but they donot reply i call him for ask about it they are badly abuse me on the call and say you cannot do anything
Online and Social Media Related Crime,Online Job Fraud,rojgaarbharatcom is a website where they claim that they provide online data entry jobs a phone number is also provided in the site they charge certain amount of fee for various type of projects they provide for data entry after researching and finding positive reviews about them i paid rs for special typing project to enroll my wife to do the work they will give image documents daily which are very large ones and we have to type them on ms word duration of work to be finished is days for documents and the promised payment was rs they send the work daily via mails to my email id my wife completed the work ontime and submitted it to the mail id mentioned by them they said that they received the mail and payment will be processed in days it has been a week but no response from them even on calls or whatsapp i have all the proofs with me including emails whatsapp conversations and call recordings this is a biggest fraud website it seems how come these criminals are doing such whitecollar businesses without any sort of fear they are looting people and many innocent people have lost their money strict action has to be taken on such guys so that any other guys should not even think of doing such things please help me in getting my payment from them as we worked hard daily by paying the fees money is lost time is lost and lot of hard work was wasted i kindly request you to make justice to me by taking proper action
Online and Social Media Related Crime,Online Job Fraud,shiridi srisai solutions private limitedzack riya colony st st choolaimedu chennai tamil nadu nov fraud by rs for dec we complain for police station
Online and Social Media Related Crime,Online Job Fraud,they contacted me through freelancercom hired me for a project and then sent me a telegram link i thought it is validafter the telegram link they asked for my pan details as an identity proof and asked me to deposit inri sent them after days i got no response from them
Online and Social Media Related Crime,Online Job Fraud,hii am ravindar am a student i received a message from someone about part time job first i not believed them later i tried it is correct or fraud job is have to recharge and complete the given task orders and i deposited upto but now am unable to get my money back please help me i done a mistake and this is the site i done job httpwwwmryqwzcom and they add a assistant for me in telegram to help for completing task orders and this is link for telegram httpstmeaw
Online and Social Media Related Crime,Online Job Fraud,few days back i have applied for a job on a online platform and after few day i have recieved a call stating that i got selected for the job and after few days they have started asking me money in the name of processing verification document submission medical form and so on and he has taken a lum sum amount of rs from me
Online and Social Media Related Crime,Online Job Fraud,sir ye jo pdf send kiya h mene file m sir isme unhone mujhse jo jo bola wo sb h or mene jitne bhi first bhre h sb shubh fr bhi sare glt btare h or ab koi phone bhi nhi uthara h sir mujhe meri mehnat ka pessa chahiye k or ye mere pass aaenge pese maangne agr to m unhe ek rs nhi dene wali mujhe abhi zrurt h pesso ki isliye mene kaam kiya tha ye sir ye fraud h plz aap kuch kijiye ye bola tha inhone ki ye mko ek government approved legal stamp aggreement dere h jo ye h aapko hi send kiya h mene plz take action against them and sir no mera h
Online and Social Media Related Crime,Online Job Fraud,olx pr mene job ki liye apply kiya uske baad udhar se call aya or bole apke paas video ya voice call aye apke interview ke liye apse puchtacch kiya jaye or apko payment krna hoga or mene payment kiya or phir unhone a email me mujhe job process pending ka email pheja or bolo or pese bhejo apka process pura ho jayega or ab esi hi call krte h
Online and Social Media Related Crime,Online Job Fraud,did online shopping on feb but did not received any item then i asked for refund of thousand which i had paid for the purchase but they are refusing for refund and demanding a sum of rs thousand and still texting me from this number for the amount
Online and Social Media Related Crime,Online Job Fraud,first on a whats app no and then it is on the telegran i lost my rs please provide the refund of my amount thanking you and do the best responce from yopur team i think there will be a common mistake so many peoples are doing please stop that non sence irrelavative access from permission thanking you
Online and Social Media Related Crime,Online Job Fraud,i was repeatedly asked for money in the name of job he cheated me times in different accounts and took money from me which was totally fraud totally taken from rs this is my big mistake but i request you with folded hands to help me and get my money back
Online and Social Media Related Crime,Online Job Fraud,i am shyamjeet prasad father mahant prasad karanpura manjhagarh resident of gopalganj bihar i was losing my job online after the corona period so i saw the ad on fb and liked it then vaishnavi sharma replied and said that i will get you a job in canada and you will not have to pay a single rupee to get the job after i said this charge he took rupees from meafter that again said that give more money i said first get the job done then they blocked my number and now there is no contact from them and took the money
Online and Social Media Related Crime,Online Job Fraud,job ke liye call aata hai or rupaye ki demand karte hai or sab frod hai paresan karte hai or abuse karti hai pareshan karti hai ye aaj kal bahut frod call aata hai nye nye number se call karti haj ye number hai
Online and Social Media Related Crime,Online Job Fraud,i have notification related to cisf vacancies i have filled the form but the website was fake website url is httpwwwrectticisfin my money of was also deducted and when was reopening the link it was not working please help me
Online and Social Media Related Crime,Online Job Fraud,hello sir mene jobsdelhigovin website pe aadhaar centre me data entry job ke liye apply kiya tha kuch samay ke baad ek mobile number se call aata hai aur job ke regarding kuch baat hoti hai aur phir kuch samay ke baad interview ke liye call aata hai phone pe hi interview liya jata hai phir interview khatam hone ke baad phone cut ho jata hai phir kuch samay baad phir se call aata hai aur us side se bolte hai ki aap ka selection nahi hua hai lekin kuch paise de tho mai karwa sakta hu mujhe job ki bahot need thi phir mai apne friends se paise lekar usko payment kar deta hu payment lene ke baad wo mujhe fake job offer letter whatsapp pe vejta hai aur month tak mujhe time pe time deta rehta hai uske baad wo mera mobile number block kar deta hai please sir meri help kariye
Online and Social Media Related Crime,Online Job Fraud,facebook par omni van ki selling ka post aya tha jiska no mp ba h jiski price rakhi thi jo ki shivraj prajapathi ki van h jo ki ek army men h wo home delevery ki baat kar raha tha jisse hamne de diye aur gadi nhi pahuvhi h kripya ye hame cyber crime lagta h
Online and Social Media Related Crime,Online Job Fraud,i have got a job in online from workinfinate its a challenged based that is to complete docs in days with percent accuracy if fails need to pay as agreed and informed by the company without informing me any other details like contract they sent me inthat they mentioned contract signed for months and need to pay months amount which they didnt informed any thing in call but after completing i called to helpline they switched off and not lifting the call i called to the executive who offer the job she told me to wait for the mail but i got mail from advocate mayur joshi filing a case against me as attached above and mailed him at once stating the same i have said ill not pay so after that he called me and informed to to withdraw the case so i paid then if want to cancel the contract or to continue then i said to continue so asked to deposit so i paid then he called again to withdraw case we need signatures of me and i again transferred to cancel the contract and totally i paid and check the attachments of transactions below are the details of helpline executive and advocate numbers with bank details mayur joshi helpline executive account number account name work infinate ifsc code ratn bank name rbl bank please take action and close this cheating company to do any further damage to any one please
Online and Social Media Related Crime,Online Job Fraud,online type writting deposits online complaint whatsapp chat screen shot
Online and Social Media Related Crime,Online Job Fraud,first of all a text message are came on my no and there is written your cv is selected in reliance jio as supervisorfor interview contact to the ruhi after online documtation proce rss ruhi say say
Online and Social Media Related Crime,Online Job Fraud,the company promises me a part time job by investing in the company and renting its cryptocurrency mining machine we will get a daily rewards and also we will get a high rewards when our referral join and invest in the company so my team grew quickly these rewards and daily earning can be withdraw to our bank account but last week of december all our withdrawal were pending and many users did not get even their first withdrawal so the company has looted around lakhs from us the name of the company is kncchain and its website is kncchaincom which is closed now the company consultant us ms jyoti but it seem to be a fake name her operating number is she claims that the company address is new delhi branch statesman house th barakhamba rd connaught lane barakhamba new delhi delhi india the company uses different upi ids such as eazypayicici regardingicici ranjavicici arshadxxicici kailashbabaraicici bijeshicici brvachanoksbi sureshicici goldorzorzicici razorpayicici vividhkuicici and many others the company finally disappeared on january and jyoti too disappeared that day from whatsapp
Online and Social Media Related Crime,Online Job Fraud,doing fraudulent service for sultan institute of hospitality tourism training service at fujairah dubai in uae which is not conducting any training since consulting fee of rs is not refunded till today
Online and Social Media Related Crime,Online Job Fraud,on the said date i had applied for a job in quickr then i had received a call that i have selected for airline job and to get the job i have to make a payment i had paid them rs via phonepe but after that no job given to me they looted my money
Online and Social Media Related Crime,Online Job Fraud,unhone bola ki mai amazon me kam karti hu seller apni sells jada dikhane k liye sale karne wale ko commission dete h app ek app se login krke pay kro or commission milegi phle ek do bar commission k sath paise aa gye lekin bad me payment freez krdi khte ek bar or task kro fir ayenge paise second time fir se kri toh dobara paise freez ho gye fir bol re ek bar or kro fir hi unfreez honge paise tabhi app withdraw krwa sakte ho is number se bat hui foreign dikha rhe khud ko only english me bat krti hai ladki usne hr bar alg alg upi di jispe paise send karne ko bola usne
Online and Social Media Related Crime,Online Job Fraud,i got a call from this number and they asked me do you want to do online data entry job i said yes and asked them for information and they told me that you have to fill forms and for your verification send your own aadhar card photo and sign after this insometime they sent me an agreement which they had not said before they dont ask me about my qualification or any certification after some time i got a message on whats app in that they shared text and asked me to copy that containt and mail on email id infokrvirtualservicescom after sending mail they send mea link and told to login and start working i logged in and checked the work they assigned is completely fake and invalid dataagarding this i sent the mail to them but didnt received any response when i refused the next day they started threatening me you have to send us rs otherwise we will send you the legal court notice then you have to pay to thousand number from which i got call the company number who is contineously threatning me krvirtualservices
Online and Social Media Related Crime,Online Job Fraud,told me that we will get this job for me but she has cheated me in the name of job they have made me crazy by taking from me first and then for and they have cheated with me as well
Online and Social Media Related Crime,Online Job Fraud,sir these people are doing a very big scam with a lot of people in which there is an instagram famous boy named masroor chowgle he has done fraud with these people i request the entire cyber crime team catch these people why these people are still running away with many people
